Genes;ProteinAccessions;ProteinDescriptions;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log.p.value;Student's T-test q-value daf2_d1_eat2_d1;log2FC;Student's T-test Test statistic daf2_d1_eat2_d1;Sign p-val: 0.05 
C44C10,9;A4UVK2;Uncharacterized protein;15,1902;14,5167;15,212;14,454;14,7321;14,4771;14,3639;14,3644;0,793033;0,129512;0,358857;1,59848;
CELE_F14D7,12;A4UVK9;Uncharacterized protein;12,9113;12,0042;12,782;12,9307;13,9293;13,276;13,5475;13,205;1,63736;0,0192846;-0,832441;-3,03168;+
CELE_D1086,17;A4UVL1;Uncharacterized protein;11,0698;10,7264;10,7121;10,7648;11,8296;11,0529;11,4152;11,6521;1,92332;0,0100326;-0,669158;-3,55972;+
"CELE_W06G6,15;CELE_Y70C5B,2";"A4UVL9;G5EG48";Uncharacterized protein;12,7203;12,6388;12,7956;11,736;15,1267;14,1488;14,1702;14,43;2,98742;0,00153846;-1,99624;-5,92592;+
CELE_Y71F9AR,4;A4UZ35;Uncharacterized protein;13,1601;13,6086;12,8662;13,4453;10,7357;12,6205;11,9691;12,6464;1,43794;0,0290694;1,27713;2,68114;+
CELE_Y47G6A,33;A5A8P5;Uncharacterized protein;15,6256;15,8359;15,3576;15,225;16,0929;16,4841;16,2114;16,5278;2,49681;0,00307756;-0,81803;-4,74177;+
CELE_ZK813,7;A5HU91;Uncharacterized protein;17,8415;17,9864;17,8462;17,6544;16,7235;14,8446;16,2023;16,5034;2,21076;0,00593243;1,76368;4,12881;+
CELE_T28A11,2;A5HU97;Uncharacterized protein;14,0736;13,6944;13,9573;14,3946;12,8823;13,3753;13,9887;13,0954;1,31833;0,0389003;0,694565;2,47627;+
guk-1;"A5HU98;P91425";GUanylate Kinase;16,5998;16,5146;16,4876;16,1897;15,9572;15,88;15,5812;15,9583;2,51071;0,0031;0,603743;4,77288;+
CELE_Y53C10A,6;"A5HWA4;Q9XW51";Uncharacterized protein;10,9374;10,7436;10,7154;10,7589;13,5094;12,8852;13,1171;12,2812;3,76502;0,000641399;-2,15941;-8,24722;+
CELE_Y48C3A,18;"A5HWA9;G2HK06;Q9NAF8";Uncharacterized protein;11,0432;10,599;10,7511;10,7269;10,6638;10,1959;10,3733;10,6592;1,07734;0,0654938;0,306989;2,07172;
CELE_Y39B6A,3;"A5HWB2;Q9NES9";Uncharacterized protein;14,1434;14,1578;14,2195;14,6301;14,0284;13,758;13,6189;13,7695;1,86165;0,0119527;0,494037;3,44292;+
dab-1;"A5JYR4;Q8I4G9;Q8I4H0;Q9U3A6";DAB (Drosophila disabled) homolog;14,1256;14,4991;14,5643;14,6989;14,6896;14,2851;14,5171;14,8341;0,26428;0,479071;-0,109485;-0,642747;
CELE_F25H8,1;"A5JYS8;Q19789";Uncharacterized protein;13,3366;11,8957;12,4142;12,8967;13,9641;12,892;13,8615;12,3012;0,573758;0,219482;-0,618919;-1,22399;
swsn-9;"A5JYT2;Q17581";SWI/SNF nucleosome remodeling complex component;13,474;13,4911;13,3346;13,9429;14,1767;13,0573;13,8529;14,0262;0,328088;0,407022;-0,217612;-0,771309;
CELE_ZC434,7;A5JYU1;Uncharacterized protein;13,552;13,8637;13,7331;13,7471;13,4018;12,2559;13,0467;12,9439;1,76929;0,0145182;0,811915;3,27113;+
rad-50;"A5JYU5;O44199";"Uncharacterized protein;DNA repair protein rad-50";10,9721;10,6103;10,7281;10,8314;10,9103;11,2107;11,6395;11,5499;1,59125;0,0207383;-0,542141;-2,94948;+
C25F9,11;A5JYW3;Uncharacterized protein;13,4741;13,3233;13,2217;13,7609;12,1809;15,9549;12,2829;14,9333;0,157483;0,638599;-0,392995;-0,410275;
sin-3;A5JYW9;Paired amphipathic helix protein sin-3;13,187;11,6217;15,2142;13,0748;13,8219;14,5731;13,5208;13,762;0,360764;0,374568;-0,645018;-0,834903;
hmp-1;"A5JYX3;I7J4D2;I7K4K5;I7LFF2;P90947";"HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);HuMPback (Dorsal lumps);Alpha-catenin-like protein hmp-1";15,0707;16,247;16,4734;14,7152;16,0128;13,731;15,2885;15,442;0,332126;0,402566;0,508004;0,779243;
dhs-3;A5JYX4;DeHydrogenases, Short chain;16,9409;16,7647;16,7677;16,7128;16,7584;16,858;16,4362;16,7242;0,443376;0,302926;0,102315;0,990302;
nra-2;"A5JYX8;O18033";Nicalin;14,7414;14,776;14,5038;14,5177;15,1212;15,0026;14,8978;15,2622;2,19588;0,00594;-0,43617;-4,09827;+
CELE_Y37H2A,14;A5PEY0;Uncharacterized protein;12,7057;12,8296;12,8398;12,2515;14,0479;13,3101;13,8347;14,0059;2,70457;0,00246344;-1,14298;-5,22096;+
CELE_F27E5,7;A5Z2S2;Uncharacterized protein;13,6331;13,4758;12,3074;13,6437;13,6336;11,7394;12,4874;12,8576;0,532623;0,241682;0,585545;1,15148;
saps-1;"A5Z2S4;B2D6K9;Q18696";SAPS (Phosphatase associated) domain protein;14,3216;13,8438;13,6291;13,6957;13,9915;14,1557;13,9287;14,2969;0,58681;0,212361;-0,220648;-1,2468;
CELE_ZK809,8;A5Z2S9;Uncharacterized protein;13,1543;12,576;12,2292;12,4502;10,6701;10,3067;10,4248;10,6623;4,14034;0,000219409;2,08647;9,61578;+
CELE_D1081,7;A5Z2T6;Uncharacterized protein;13,252;12,1051;12,8852;12,5483;12,5917;12,4924;12,1442;12,4883;0,459706;0,290462;0,268492;1,02025;
aph-2;"A5Z2T7;Q23316";"Uncharacterized protein;Nicastrin";13,3522;12,0507;10,9389;13,0104;13,4327;12,7216;13,3868;12,4918;0,522652;0,247629;-0,67019;-1,13375;
CELE_F15B9,10;"A5Z2T9;I2HA81";Uncharacterized protein;14,1555;14,3339;14,627;14,3633;14,5167;13,8277;14,1797;14,2066;0,500495;0,260855;0,187258;1,09413;
C27A7,5;"A5Z2U5;A5Z2U6;P90758;Q9U3P0";Uncharacterized protein;12,4841;12,9282;12,6733;13,0203;12,9634;12,8777;12,6239;13,1413;0,326954;0,408316;-0,12511;-0,769079;
CELE_F30A10,13;"A5Z2U8;Q2XMZ1";Uncharacterized protein;13,9482;13,6368;13,5306;13,0255;12,6635;13,1972;12,9804;12,5853;1,53195;0,0232817;0,678701;2,84484;+
CELE_F30A10,14;A5Z2U9;Uncharacterized protein;13,8644;13,9001;13,7352;14,0697;12,7221;13,8213;13,9917;10,9773;0,708456;0,157851;1,01425;1,45587;
C04H5,7;A5Z2V2;Uncharacterized protein;12,201;12,6418;12,621;12,8181;12,8932;12,4018;12,4954;11,9418;0,236454;0,512939;0,137434;0,584537;
C13B4,1;"A5Z2V3;O45247";Uncharacterized protein;13,2131;12,9238;12,6891;13,3037;12,3982;11,5847;11,9832;12,3725;2,14236;0,00659146;0,947788;3,98944;+
CELE_F02E9,10;A5Z2V7;Uncharacterized protein;13,7785;13,9841;13,231;14,028;13,3974;13,0325;13,1028;13,9701;0,646931;0,183162;0,3797;1,35085;
CELE_R13H4,2;A5Z2W3;Uncharacterized protein;13,4987;13,3026;15,2309;13,162;16,3344;16,0602;16,5181;16,5702;2,6899;0,00251652;-2,57219;-5,18609;+
CELE_ZK228,4;"A5Z2W6;K8FDY8;O46010";Uncharacterized protein;13,3276;12,8095;13,3328;13,4258;13,1751;13,9021;13,5712;15,0491;0,8184;0,120712;-0,700503;-1,64096;
CELE_K02B7,3;"A5Z2W7;O45637";Uncharacterized protein;15,3166;15,5945;15,5352;15,5535;15,7565;16,0033;15,6358;15,7121;1,47316;0,0268166;-0,277;-2,74217;+
nuo-3;A5Z2X2;NADH Ubiquinone Oxidoreductase;14,9476;14,6438;13,794;14,5605;14,3083;14,3834;13,5637;14,4151;0,44987;0,298265;0,318883;1,00224;
C44E4,5;A6PVA1;Uncharacterized protein;12,2093;12,8376;12,8926;12,3777;13,6755;14,5557;13,7481;13,7079;2,59106;0,00294501;-1,34248;-4,95537;+
CELE_F49E2,2;"A6ZJ46;Q20621";Uncharacterized protein;14,9962;14,738;14,7141;14,4689;14,9819;14,3219;14,3954;14,5737;0,384941;0,349975;0,161088;0,881122;
T07A5,7;A6ZJ55;Uncharacterized protein T07A5,7;15,466;14,5943;14,839;14,029;15,1832;14,7164;14,2565;13,9634;0,199815;0,569179;0,202231;0,505515;
CELE_T04F8,7;"A6ZJ59;Q22166";Uncharacterized protein;13,8782;13,4211;13,6128;13,867;14,6461;14,1639;14,1503;14,1423;1,8986;0,0107301;-0,580858;-3,51269;+
"gpb5;CELE_T23B12,8";"A7DT38;G5EEJ3";"Putative glycoprotein hormone-beta5;Glycoprotein hormone beta 5";10,7624;10,419;10,6895;10,3945;10,6006;10,3315;10,3419;10,5037;0,486728;0,26945;0,121924;1,06933;
CELE_F49D11,10;A7DT40;Uncharacterized protein;13,9478;14,2657;14,24;14,3678;15,4155;14,9338;15,0904;15,2746;3,38;0,000699784;-0,97323;-7,02034;+
oxy-5;A7DT45;Uncharacterized protein;17,4948;17,2857;17,2052;17,9088;18,5664;16,8377;17,4497;18,0028;0,242545;0,505363;-0,240512;-0,597404;
mrg-1;"A7DTF0;Q9XWW2";MRG (Mortality factor-Related Gene) related;15,3223;15,1584;15,1985;15,1915;15,2148;15,1732;14,8721;15,2399;0,448696;0,299001;0,0926776;1,00008;
obr-1;"A7DTF2;G2HK04;Q95Q23;Q9U2C7";Oxysterol-binding protein;11,0492;10,7062;10,6238;10,5307;13,2743;12,7411;12,1934;12,3281;3,41052;0,00072;-1,90674;-7,11169;+
igcm-3;"A7LPD6;Q22096";ImmunoGlobulin-like Cell adhesion Molecule family;13,7174;13,5886;13,2598;12,9549;11,2742;13,3371;12,7991;13,6297;0,517302;0,250568;0,620117;1,12421;
unc-16;"A7LPE4;C0P271;P34609";"Uncharacterized protein;Uncharacterized protein;JNK-interacting protein";13,1145;12,9692;12,7061;12,6746;12,4178;13,1082;13,6549;13,1219;0,32374;0,411383;-0,209587;-0,762742;
gpdh-2;"A7LPE6;P34517;Q7JMU1";"Glycerol-3-phosphate dehydrogenase [NAD(+)];Probable glycerol-3-phosphate dehydrogenase 2;Glycerol-3-phosphate dehydrogenase [NAD(+)]";18,0555;17,834;18,2106;17,7454;17,484;17,517;17,3885;17,6947;1,9266;0,00984196;0,440348;3,56599;+
sly-1;"A7LPF3;Q20364";SLY1 homolog;14,0864;14,436;14,2718;14,3005;14,6065;14,8507;14,7371;14,8221;2,74273;0,00219769;-0,480435;-5,31237;+
B0393,9;A7LPF5;Uncharacterized protein;15,2155;15,1101;14,9456;14,9085;13,2761;14,3273;13,4256;13,6166;2,89277;0,00163242;1,38353;5,68282;+
cisd-1;"A7LPG5;Q5FC71";CDGSH Iron Sulfur Domain protein homolog;18,6432;18,2269;18,4732;17,9192;17,9831;18,442;18,0016;18,2029;0,358999;0,376121;0,15829;0,831501;
CELE_F09E8,2;A7LPH5;Uncharacterized protein;14,1795;13,7306;13,9281;14,3406;12,4846;13,126;13,7698;13,9416;1,02966;0,0732187;0,714202;1,99245;
lsy-22;"A7LPI4;Q93616";Uncharacterized protein;14,3953;14,0322;13,9197;14,0495;13,0932;13,0451;12,7254;13,1482;3,64127;0,000723404;1,09623;7,83468;+
C24H11,5;A7LPI7;Uncharacterized protein;13,644;13,6715;13,4762;12,9892;12,3162;13,0069;12,944;11,8597;1,56138;0,0218829;0,913492;2,89664;+
CELE_F10A3,17;A7LPJ5;Uncharacterized protein;14,9793;14,781;14,7792;14,5743;13,694;14,61;14,0542;14,4201;1,42903;0,0295034;0,58387;2,66577;+
pnc-1;"A7WK39;Q9N426";Pyrazinamidase and NiCotinamidase;14,695;14,4949;13,4953;14,2289;14,4576;14,2347;14,3011;14,2408;0,110785;0,728852;-0,0800352;-0,299249;
CELE_Y94H6A,12;A7WK43;Uncharacterized protein;10,8975;10,7117;10,6244;10,6808;12,0115;11,5923;11,7327;11,9419;4,15257;0,000226087;-1,09103;-9,66359;+
CELE_F56C9,6;"A8WFF4;H2KY87;H2KY89";Uncharacterized protein;14,7381;14,876;15,3822;14,5868;13,7523;12,9408;11,8587;12,4539;2,57526;0,0030011;2,14437;4,91914;+
"CELE_T28D9,4;T28D9,4";"A8WFI3;Q10023";"Uncharacterized protein;Uncharacterized protein T28D9,4";14,4001;14,347;14,2851;14,17;13,803;14,5472;13,3944;13,3969;0,953995;0,0874803;0,515163;1,86678;
C28G1,5;A8WFJ8;Uncharacterized protein;13,9695;13,779;14,0849;14,4343;14,5426;14,0033;14,0111;14,3013;0,333081;0,401419;-0,14766;-0,781116;
gpx-7;A8WFK6;Glutathione peroxidase;13,5858;13,5105;13,5996;13,4334;15,6278;15,1309;15,5908;14,8096;3,92344;0,000174497;-1,75745;-8,8025;+
CELE_F41D9,2;"A8WFM5;H2KZN7";Uncharacterized protein;15,1638;14,78;14,9172;14,4964;14,7547;14,9756;14,6038;15,2205;0,0929802;0,765699;-0,0493276;-0,254955;
CELE_T04F8,8;"A8WHM5;Q22168";Uncharacterized protein;16,3995;16,2506;15,8983;15,5812;14,4201;13,1793;13,3436;12,8142;3,24728;0,000852207;2,59311;6,63398;+
CELE_ZK856,16;A8WHN5;Uncharacterized protein;14,6105;13,9262;14,3213;15,032;13,9347;13,4871;13,6938;14,1347;1,28527;0,0416363;0,659925;2,42022;+
CELE_F23B12,4;A8WHS3;Uncharacterized protein;15,0211;14,3646;14,8787;14,5395;14,7474;14,9327;14,0667;14,14;0,378486;0,357139;0,229302;0,868846;
CELE_K09A9,6;"A8WHT8;A8WHT9;G5EEF4";Uncharacterized protein;13,1505;13,7095;13,5203;13,456;12,5152;10,9781;11,9327;13,1064;1,52513;0,0238344;1,32598;2,83288;+
CELE_H14N18,4;"A8WIT0;H2L0B7";Uncharacterized protein;11,1903;12,5758;12,2474;12,8934;13,2187;13,1397;10,8647;13,694;0,284974;0,454708;-0,502549;-0,685144;
CELE_T12B5,15;A8WJ47;Uncharacterized protein;12,7115;13,5679;13,0404;14,2705;13,1174;13,2241;12,6044;13,4306;0,338854;0,395676;0,303441;0,792414;
CELE_Y17G7B,20;"A8XJ46;A8XJ47;H2KMJ1;H2KMJ2;Q8I4E8";Uncharacterized protein;12,9785;12,9381;12,4669;13,1314;12,228;11,8761;11,9852;12,5892;1,79719;0,0136231;0,709123;3,32265;+
CELE_E01A2,1;"A9CZN9;Q966L2";Uncharacterized protein;14,022;14,0249;13,6116;13,3781;13,0609;13,7983;13,4246;13,1852;0,865783;0,108446;0,391865;1,72006;
CELE_T02H6,1;A9D0C6;Uncharacterized protein;14,1397;13,6495;13,7438;13,6861;14,5744;13,5984;14,1325;13,5587;0,246;0,501106;-0,161217;-0,604672;
CELE_Y37E3,11;"A9D2X7;Q9BKU2;X5LPX5";Uncharacterized protein;15,3855;15,4338;15,3519;15,6178;15,4347;14,8144;14,7462;15,3366;1,00817;0,0769653;0,364225;1,95675;
CELE_M03F8,3;"A9D4S6;O16376";Uncharacterized protein;13,5188;13,5085;13,326;12,9378;14,3696;13,8958;13,0379;12,3637;0,0721257;0,814943;-0,0939798;-0,201477;
CELE_F55B12,10;A9QY28;Uncharacterized protein;16,3103;15,348;16,0219;16,001;13,7011;12,2319;11,8776;16,3806;1,19826;0,0504978;2,37247;2,27365;
pptr-2;"A9UJN4;H9G2X3;Q17948";Protein Phosphatase 2A (Two A) Regulatory subunit;14,5366;14,4084;14,2659;14,2909;14,5493;14,4817;14,4267;14,4715;0,790002;0,130498;-0,10682;-1,59339;
maph-1,2;A9UJN7;Microtubule-Associated Protein Homolog;15,2624;15,2391;15,3012;15,3769;15,0458;14,9822;14,8209;15,3212;1,22882;0,0471707;0,252338;2,32499;+
CELE_K09G1,1;"A9UJP1;D9N146;D9N147";Uncharacterized protein;13,5487;13,4959;13,4155;12,2788;13,8053;13,6181;12,7595;13,672;0,304167;0,433255;-0,279016;-0,723844;
B0303,7;"A9Z1J8;P34258";"Uncharacterized protein;Uncharacterized protein B0303,7";13,6323;13,1551;13,6418;12,5017;14,5757;14,0276;13,6939;14,2257;1,47997;0,0265314;-0,897985;-2,75402;+
C23H3,3;A9Z1L6;Uncharacterized protein;13,386;13,8413;13,6312;14,1013;14,3563;14,2929;13,6198;14,305;0,877523;0,104885;-0,40359;-1,73962;
C17C3,1;"B0M0L9;H2KYT6;Q9BIA9";Uncharacterized protein;13,9212;13,7297;14,0825;14,0016;14,5323;14,3924;14,4798;14,2535;2,58995;0,00301119;-0,480743;-4,95281;+
glna-1;"B0M0N9;B0M0P0;B6VQ90;H2L2H2;H2L2H3;U4PRW7";GLutamiNAse;14,3243;13,4045;13,541;14,4802;12,6717;13,6548;13,3535;13,5035;0,941281;0,0897427;0,641615;1,84566;
CELE_Y61A9LA,11;"B1GRJ8;H2L073";Uncharacterized protein;12,3233;12,5652;10,562;12,513;13,2282;13,4479;12,4081;12,7582;0,925314;0,0931977;-0,969728;-1,81913;
CELE_F41E6,5;"B1GRK5;O16457";Uncharacterized protein;13,5182;14,1879;13,5641;13,3849;15,3216;14,2548;15,1559;15,4319;2,28046;0,00496257;-1,37733;-4,27357;+
CELE_T25B2,2;"B1GRL0;H2KZ75";Uncharacterized protein;14,3139;14,0676;13,384;13,8438;12,9689;13,9956;13,5853;12,6808;0,834045;0,116464;0,59468;1,66711;
trpp-1;B1GRL5;TRansport Protein Particle;11,5468;12,0543;12,109;12,0444;12,4713;11,3503;11,6095;11,565;0,280985;0,459408;0,189597;0,677028;
tsp-10;"B1Q241;H2KYX1";TetraSPanin family;11,0296;10,5724;10,9716;10,8374;10,7153;10,3526;10,4173;10,6454;1,26483;0,0432488;0,320081;2,38567;+
ugt-26;"B1Q250;H2KYQ0";UDP-glucuronosyltransferase;14,2374;14,4072;14,2201;14,3813;15,0767;14,5413;14,8126;15,1607;2,12658;0,00670691;-0,586312;-3,95767;+
C14H10,3;B1Q254;Uncharacterized protein;14,5629;14,0832;14,3098;14,0185;14,906;14,3494;14,2636;14,2888;0,482869;0,272221;-0,208343;-1,06236;
CELE_D1086,10;"B1Q273;Q5FC40";Uncharacterized protein;19,0606;18,6365;18,5932;17,9868;18,3463;17,9138;18,7138;18,0646;0,501859;0,260205;0,309707;1,09657;
poml-3;B1V898;PON (Paraoxonase) and MEC-6 Like;15,0236;14,8729;15,2785;14,8224;15,0793;14,2961;14,8533;14,6556;0,691382;0,164902;0,27831;1,42685;
unc-57;B1V8A0;Endophilin-A homolog;15,8508;15,5103;15,6409;15,7983;15,5501;15,411;15,3379;15,284;1,70508;0,0169426;0,304347;3,15376;+
szy-20;"B2D6L4;D2KT99;G5EEB4;G5EGU9;Q18094;Q565A8;Q9XVV8";"Suppressor of ZYg-1;Suppressor of ZYg-1;SZY-20B;SZY-20A;Suppressor of ZYg-1;Suppressor of ZYg-1;Suppressor of ZYg-1";14,7523;14,5845;14,966;14,3452;14,7388;13,3014;13,9342;14,1121;1,02182;0,0747627;0,640373;1,97943;
CELE_T06E4,14;B2D6L8;Uncharacterized protein;13,6381;11,9806;12,187;12,5953;10,6791;10,2561;10,3008;10,6679;2,82027;0,00193741;2,12427;5,5016;+
CELE_F13G3,10;B2D6L9;Uncharacterized protein;11,0535;10,654;10,7677;10,7712;10,5888;10,3229;10,4133;10,6415;1,52324;0,024044;0,319978;2,82956;+
rmd-2;B2D6P1;Regulator of Microtubule Dynamics;17,048;16,6238;16,6206;16,4927;15,8833;15,8394;15,8814;16,1702;2,72043;0,00242013;0,752697;5,25882;+
smc-3;B2FDA8;Structural maintenance of chromosomes protein 3;14,1992;14,0961;14,3852;14,2033;14,8699;14,3248;14,4135;14,5555;1,26866;0,042929;-0,319965;-2,39213;+
ntl-2;"B2MZA9;Q10923;Q95QZ3;Q95QZ4";NOT-Like (Yeast CCR4/NOT complex component);14,3545;13,5404;13,7936;14,1143;14,8042;13,9369;13,6554;13,6595;0,0695788;0,820583;-0,0633147;-0,194819;
gcn-1;B3CJ34;GCN (Yeast General Control Nondrepressible) homolog;15,9975;15,9046;15,9043;16,004;15,9965;16,2318;15,9591;16,2126;0,992622;0,0803395;-0,147403;-1,93093;
urm-1;B3CKG1;Ubiquitin-related modifier 1 homolog;16,5223;16,365;16,2912;16,2962;17,2508;17,0218;17,015;17,2427;3,96927;0,000185714;-0,763897;-8,96908;+
nono-1;B3GWA1;NONO (Conserved nuclear protein, aka PSF) homolog;16,0672;15,7803;15,941;15,8021;15,675;15,5121;15,3713;15,7385;1,64267;0,0190943;0,323423;3,04119;+
atf-7;"B3GWA6;Q17801;Q86MD3;Q9U3R1";ATF (cAMP-dependent transcription factor) family;12,1542;11,5851;12,4554;11,7655;9,62718;10,4046;10,1515;9,98424;3,58634;0,000683417;1,94817;7,65726;+
vps-26;"B3GWB9;L8E6W6;L8E917;O01258";"Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Related to yeast Vacuolar Protein Sorting factor;Vacuolar protein sorting-associated protein 26";14,0937;13,8686;13,8968;14,1038;14,5956;14,6644;14,3754;14,5849;3,15697;0,000913043;-0,56438;-6,38087;+
ndx-9;"B3GWC0;Q19427";"NuDiX family;NADH pyrophosphatase";14,7006;14,5652;14,6398;14,4495;15,0765;15,2722;14,9842;15,3404;2,95786;0,00157317;-0,57952;-5,8492;+
C14F11,4;B3WFT8;Uncharacterized protein;16,2963;16,124;16,1602;16,1137;17,323;16,641;16,5411;17,0106;2,0636;0,00739329;-0,70537;-3,83213;+
abts-1;"B3WFV9;G5EC65;G5EDF4";Anion exchange protein;14,9569;15,1018;14,9727;15,2814;15,1568;15,075;15,1786;14,7681;0,102104;0,74613;0,0336072;0,277802;
CELE_ZK858,6;"B3WFW5;Q7YTF9";Transmembrane 9 superfamily member;14,5469;14,8052;15,0242;15,1452;15,1147;14,6566;14,7559;14,2474;0,364794;0,370257;0,186744;0,842654;
C41G7,9;B3WFW9;Uncharacterized protein;18,0534;17,7467;18,1292;17,5874;19,017;17,1824;18,7096;18,0839;0,378774;0,356763;-0,369058;-0,869394;
lin-10;"B3WFX4;O17583";"Uncharacterized protein;Protein lin-10";13,1888;13,3974;13,6139;13,3455;15,0344;14,4154;14,2248;14,4367;2,94554;0,00155656;-1,1414;-5,81743;+
CELE_M04C9,3;"B3WFY7;P90933";Uncharacterized protein;13,6648;14,3612;13,743;12,9402;13,84;12,8068;13,5561;13,6161;0,246467;0,500891;0,222541;0,605652;
C31H5,6;B3WFZ3;Uncharacterized protein;15,0567;14,0759;13,9081;13,3779;13,7417;12,7318;12,7128;12,294;1,41841;0,0303863;1,23456;2,64745;+
CELE_ZK355,8;B4DCT1;Uncharacterized protein;17,1943;17,1733;17,1351;17,1767;12,8953;14,7318;14,5926;13,924;3,52869;0,000780723;3,13392;7,47467;+
spds-1;"B4E3X6;G5EFG3";SPermiDine Synthase;14,9413;15,2559;14,8876;14,0936;15,2218;15,3932;15,3917;15,6274;1,24473;0,0454015;-0,61389;-2,35177;+
nxf-1;"B5BM32;Q9XVS7";"Nuclear eXport Factor;Nuclear RNA export factor 1";14,9338;14,4403;14,5966;14,5602;14,9194;14,4754;14,8734;15,1125;0,586476;0,212657;-0,212438;-1,24622;
CELE_F38A6,5;B5BM45;Uncharacterized protein;12,4959;12,6887;13,2726;12,5096;10,7116;10,2777;10,3619;10,6278;4,40714;0;2,24694;10,7081;+
CELE_T03D8,6;"B5BM47;Q9XTY7";Uncharacterized protein;14,7634;14,6414;14,6748;14,5718;14,1072;13,9993;14,4653;14,1119;2,39258;0,00394584;0,491915;4,51251;+
ret-1;B5U8N2;Reticulon-like protein;16,2783;16,0695;16,1009;15,9884;15,5487;15,1032;15,415;15,6914;2,52124;0,00299685;0,669665;4,79655;+
CELE_D1086,12;"B5U8P0;Q5FC37;Q5FC38";Uncharacterized protein;14,0207;13,4326;13,0335;12,7755;12,9106;13,4247;12,8512;13,4962;0,176699;0,607031;0,144928;0,45408;
CELE_F52C12,6;B5WWL2;Uncharacterized protein;13,4759;13,3975;13,8272;13,4996;14,3574;13,3797;13,9505;14,0353;0,850809;0,112373;-0,38067;-1,6951;
CELE_Y40B1A,3;"B5WWM0;E1NZ12;Q9XW27";Uncharacterized protein;13,3224;13,3233;13,1558;13,9415;12,5036;12,8055;12,669;12,6518;2,26179;0,0052478;0,778288;4,23452;+
pals-37;"B6EU63;J7SEY3";Protein containing ALS2cr12 (ALS2CR12) domain;16,7302;16,1097;16,1813;15,5322;15,058;14,8873;14,4676;13,9602;2,36889;0,00420972;1,54508;4,46137;+
CELE_F59A2,2;B6VQ41;Uncharacterized protein;14,2548;13,7749;14,2605;14,4148;13,8193;12,9463;12,947;13,361;1,96032;0,0094007;0,90787;3,63064;+
ptr-24;"B6VQ55;B6VQ56";PaTched Related family;16,4546;15,2917;16,1591;16,3991;14,751;15,465;15,2602;16,4192;0,65595;0,178923;0,602302;1,36633;
CELE_F11C1,5;"B6VQ59;Q19346;Q7JMA4";Uncharacterized protein;13,5519;13,1656;12,7553;13,242;14,1048;13,8993;13,6022;13,8722;1,92687;0,00985539;-0,69098;-3,56651;+
CELE_Y43F8B,1;"B7FAR9;D9PTN8";Uncharacterized protein;18,3606;17,8679;17,8961;17,7207;16,6442;17,2674;16,9504;17,0824;2,65825;0,00267619;0,975243;5,11144;+
sam-10;B7FAS6;Single-stranded DNA-binding protein homolog sam-10;12,5398;12,7169;12,7857;12,5558;12,9771;12,5744;12,8044;12,1815;0,0286179;0,923676;0,0152109;0,0834229;
dic-1;"B7WN63;H2KZC8";DICE1 (Deleted In Cancer) homolog;18,0828;17,6037;18,0075;17,787;19,7635;19,118;17,1997;19,2217;0,838367;0,115468;-0,95547;-1,67433;
unc-68;"B7WN66;I2HAA6;I2HAA7;Q94279";Uncharacterized protein;13,3129;12,6644;13,2767;13,1083;13,0234;13,3497;13,0112;12,6907;0,135063;0,679747;0,0718048;0,357836;
"CELE_T05H10,4;T05H10,4";"B7WN71;Q09348";"Uncharacterized protein;Uncharacterized protein T05H10,4";14,9103;15,3823;15,2194;15,5609;12,3888;14,2215;12,4273;13,682;2,31942;0,00458195;2,08836;4,35571;+
CELE_M05D6,5;B7WN91;Uncharacterized protein;15,9185;16,0734;16,0548;15,9746;16,7364;16,0974;16,1468;15,9906;0,666414;0,174428;-0,23746;-1,38425;
ctg-2;B7WN92;CRAL/TRIO and GOLD domain containing;14,406;14,3978;14,8199;13,9477;15,0444;14,2409;14,6588;14,9541;0,621029;0,19555;-0,331727;-1,30622;
rpl-32;B7WN95;Ribosomal Protein, Large subunit;20,4185;20,3278;20,4358;20,2701;20,3814;20,4868;20,2484;20,3974;0,089597;0,773899;-0,0154629;-0,246401;
CELE_F37H8,3;"B7WNA1;O17860";Uncharacterized protein;13,9035;14,6082;13,983;13,7726;14,6313;14,6492;14,6533;14,9434;1,7635;0,01486;-0,652495;-3,26047;+
clec-146;"B7WNB3;O18202";C-type LECtin;15,0847;15,1447;14,4015;14,9989;14,2306;13,7209;14,341;14,4466;1,66201;0,0185106;0,722645;3,07591;+
tnt-3;"B9WRS6;H2KYL8";TropoNin T;16,4588;16,2426;16,2004;16,2984;16,5423;16,0209;15,8668;16,3223;0,288937;0,451191;0,11197;0,693183;
mlt-11;"B9WRT9;C1P658;C1P659;H9G336";Uncharacterized protein;13,0696;12,8837;13,1357;13,3025;9,76089;13,4835;12,6857;13,3588;0,387319;0,348187;0,775685;0,885631;
hrpu-1;B9WRU1;Heterogeneous nuclear RibonucleoProtein U;11,9291;14,4872;13,1592;12,62;13,7653;12,3899;11,4997;13,5354;0,124508;0,700013;0,2513;0,332607;
